,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41564.53508,204206.635,81.53559052263996,80.73103336427981,83.0678394215735,80.29246974790499,94.5156856816427,2001,-558.7929073117755
1,1,41548.70351,204311.6093,89.23252306523628,85.45266674887377,82.39230733557899,85.80657226665606,97.66746410955264,2002,-558.7929073117755
2,2,41589.68646,204167.8156,91.25122751008574,75.942586369545,83.09181427012858,77.20490046069204,97.91656490724236,2003,-558.7929073117755
3,3,41668.92012,204238.2888,89.65017973137371,77.77813392650836,84.34057915489569,76.22746181975968,86.54464594282135,2004,-558.7929073117755
4,4,41521.64592,204334.5815,93.94726836456144,80.62556438979001,95.37902487716823,82.735420215934,90.5993484899152,2005,-558.7929073117755
5,5,41617.05436,204259.0171,83.12870946261566,53.63227875621487,75.33099669130911,89.40510272606538,96.96490791975464,2006,-558.7929073117755
6,6,41576.95294,204271.2311,93.86785761385214,69.70594998454457,73.88904334289191,78.1956258603571,92.69695582408228,2007,-558.7929073117755
7,7,41533.54743,204357.0333,92.84846968221224,84.59295737716272,85.67749202719003,97.74166846964052,77.59874631597634,2008,-558.7929073117755
8,8,41642.94946,204299.055,72.52412762327866,82.74213894298549,66.67967116651863,92.340679996733,94.28398140589026,2009,-558.7929073117755
9,9,41701.0223,204261.7069,64.21264622807945,68.76321928720633,74.25408723463407,90.65812490863703,94.56375969802568,2010,-558.7929073117755
10,10,41513.61527,204286.1329,53.19783950155826,91.91046810110431,83.90969076682127,80.48237954248799,86.24233824528419,2011,-558.7929073117755
11,11,41619.48192,204273.3088,57.96442425624935,84.90889129237118,66.77682639114389,91.27611127523473,91.06215487251124,2012,-558.7929073117755
12,12,41684.4859,204247.3604,85.99771839312385,69.85787294934701,58.52409328538287,95.82160459847984,92.1875607657839,2013,-558.7929073117755
13,13,41591.14582,204181.2118,86.24671343843009,59.8177046730214,78.15934027465293,92.21192606038107,86.41753072359435,2014,-558.7929073117755
14,14,41563.2081,204364.9004,72.2353225754454,77.3842295382516,84.46875648889308,84.29151518934819,89.05293641431736,2015,-558.7929073117755
